Entry_No.,Car_Id,Car_Name,Car_Type_Id,Car_Type,Start_Date,End_Date,City_ID,City_Name
2472,3,Jeep Gladiator,2,SEDAN,12-07-2021,16-12-2021,4,DELHI
2473,8,Ram 1500,1,SUV,27-06-2021,09-09-2021,1,KOLKATA
2474,2,Honda Accord,2,SEDAN,04-01-2021,21-10-2021,1,KOLKATA
2475,4,Kia Telluride,3,HATCHBACK,12-02-2021,07-07-2021,3,CHENNAI
2476,4,Kia Telluride,3,HATCHBACK,27-06-2021,22-08-2021,2,MUMBAI
2477,5,Mazda CX-5,3,HATCHBACK,01-06-2021,24-10-2021,4,DELHI
2478,8,Ram 1500,2,SEDAN,22-01-2021,30-07-2021,4,DELHI
2479,6,Porsche 718,1,SUV,30-03-2021,28-09-2021,4,DELHI
2480,1,Chevrolet Corvette,3,HATCHBACK,07-04-2021,21-07-2021,2,MUMBAI
2481,6,Porsche 718,1,SUV,20-03-2021,11-09-2021,1,KOLKATA
2482,8,Ram 1500,1,SUV,30-01-2021,06-12-2021,2,MUMBAI
2483,8,Ram 1500,2,SEDAN,11-05-2021,29-09-2021,1,KOLKATA
2484,7,Porsche Macan,3,HATCHBACK,01-05-2021,26-07-2021,2,MUMBAI
2485,1,Chevrolet Corvette,2,SEDAN,30-06-2021,13-07-2021,1,KOLKATA
2486,7,Porsche Macan,3,HATCHBACK,20-06-2021,13-07-2021,4,DELHI
2487,6,Porsche 718,3,HATCHBACK,10-07-2021,26-09-2021,1,KOLKATA
2488,7,Porsche Macan,2,SEDAN,05-07-2021,06-09-2021,2,MUMBAI
2489,1,Chevrolet Corvette,1,SUV,17-06-2021,20-11-2021,1,KOLKATA
2490,1,Chevrolet Corvette,1,SUV,15-01-2021,15-07-2021,4,DELHI
2491,1,Chevrolet Corvette,3,HATCHBACK,27-01-2021,20-11-2021,4,DELHI
2492,6,Porsche 718,1,SUV,28-02-2021,08-08-2021,2,MUMBAI
2493,4,Kia Telluride,3,HATCHBACK,07-04-2021,31-10-2021,3,CHENNAI
2494,6,Porsche 718,3,HATCHBACK,14-02-2021,24-11-2021,4,DELHI
2495,5,Mazda CX-5,1,SUV,28-03-2021,09-09-2021,2,MUMBAI
2496,1,Chevrolet Corvette,2,SEDAN,09-04-2021,15-12-2021,2,MUMBAI
2497,1,Chevrolet Corvette,2,SEDAN,03-03-2021,19-09-2021,3,CHENNAI
2498,5,Mazda CX-5,2,SEDAN,16-06-2021,04-09-2021,2,MUMBAI
2499,3,Jeep Gladiator,3,HATCHBACK,02-02-2021,29-08-2021,4,DELHI
2500,4,Kia Telluride,1,SUV,26-02-2021,17-08-2021,3,CHENNAI
2501,3,Jeep Gladiator,2,SEDAN,16-02-2021,15-10-2021,2,MUMBAI
2502,8,Ram 1500,1,SUV,04-04-2021,21-08-2021,1,KOLKATA
2503,1,Chevrolet Corvette,3,HATCHBACK,30-05-2021,23-07-2021,4,DELHI
2504,4,Kia Telluride,1,SUV,29-01-2021,28-07-2021,2,MUMBAI
2505,3,Jeep Gladiator,2,SEDAN,06-02-2021,17-12-2021,1,KOLKATA
2506,7,Porsche Macan,2,SEDAN,12-04-2021,03-07-2021,1,KOLKATA
2507,6,Porsche 718,3,HATCHBACK,09-02-2021,02-10-2021,3,CHENNAI
2508,6,Porsche 718,2,SEDAN,21-01-2021,30-07-2021,4,DELHI
2509,6,Porsche 718,3,HATCHBACK,29-03-2021,09-08-2021,1,KOLKATA
2510,1,Chevrolet Corvette,1,SUV,29-01-2021,01-09-2021,1,KOLKATA
2511,3,Jeep Gladiator,2,SEDAN,14-05-2021,21-10-2021,1,KOLKATA
2512,3,Jeep Gladiator,3,HATCHBACK,31-03-2021,18-08-2021,1,KOLKATA
2513,2,Honda Accord,2,SEDAN,16-04-2021,09-08-2021,3,CHENNAI
2514,8,Ram 1500,2,SEDAN,01-05-2021,03-07-2021,4,DELHI
2515,7,Porsche Macan,3,HATCHBACK,04-02-2021,09-07-2021,2,MUMBAI
2516,4,Kia Telluride,2,SEDAN,22-05-2021,27-08-2021,2,MUMBAI
2517,6,Porsche 718,2,SEDAN,29-05-2021,18-08-2021,2,MUMBAI
2518,7,Porsche Macan,2,SEDAN,08-03-2021,13-07-2021,2,MUMBAI
2519,5,Mazda CX-5,2,SEDAN,09-06-2021,17-10-2021,4,DELHI
2520,6,Porsche 718,2,SEDAN,18-03-2021,26-07-2021,2,MUMBAI
2521,2,Honda Accord,2,SEDAN,08-03-2021,05-11-2021,4,DELHI
2522,3,Jeep Gladiator,1,SUV,18-06-2021,06-09-2021,4,DELHI
2523,1,Chevrolet Corvette,1,SUV,27-05-2021,11-10-2021,2,MUMBAI
2524,8,Ram 1500,2,SEDAN,17-07-2021,18-09-2021,1,KOLKATA
2525,3,Jeep Gladiator,2,SEDAN,04-05-2021,04-07-2021,3,CHENNAI
2526,5,Mazda CX-5,1,SUV,22-04-2021,14-12-2021,3,CHENNAI
2527,5,Mazda CX-5,3,HATCHBACK,30-06-2021,19-07-2021,1,KOLKATA
2528,5,Mazda CX-5,1,SUV,24-06-2021,04-09-2021,3,CHENNAI
2529,5,Mazda CX-5,1,SUV,11-03-2021,19-10-2021,1,KOLKATA
2530,5,Mazda CX-5,3,HATCHBACK,02-01-2021,05-08-2021,3,CHENNAI
2531,8,Ram 1500,3,HATCHBACK,25-04-2021,30-09-2021,4,DELHI
2532,8,Ram 1500,2,SEDAN,13-07-2021,04-10-2021,3,CHENNAI
2533,2,Honda Accord,3,HATCHBACK,02-06-2021,06-08-2021,4,DELHI
2534,5,Mazda CX-5,2,SEDAN,05-05-2021,30-09-2021,4,DELHI
2535,6,Porsche 718,2,SEDAN,27-04-2021,15-12-2021,4,DELHI
2536,6,Porsche 718,1,SUV,10-04-2021,08-07-2021,1,KOLKATA
2537,5,Mazda CX-5,3,HATCHBACK,25-05-2021,03-09-2021,1,KOLKATA
2538,2,Honda Accord,1,SUV,28-04-2021,24-11-2021,2,MUMBAI
2539,4,Kia Telluride,2,SEDAN,08-02-2021,03-07-2021,2,MUMBAI
2540,5,Mazda CX-5,2,SEDAN,14-07-2021,28-11-2021,4,DELHI
2541,1,Chevrolet Corvette,3,HATCHBACK,17-06-2021,01-10-2021,3,CHENNAI
2542,7,Porsche Macan,1,SUV,11-05-2021,01-09-2021,2,MUMBAI
2543,4,Kia Telluride,2,SEDAN,18-06-2021,09-12-2021,4,DELHI
2544,5,Mazda CX-5,2,SEDAN,15-03-2021,14-07-2021,4,DELHI
2545,4,Kia Telluride,2,SEDAN,25-02-2021,25-07-2021,4,DELHI
2546,4,Kia Telluride,1,SUV,28-02-2021,19-11-2021,4,DELHI
2547,5,Mazda CX-5,1,SUV,11-06-2021,13-11-2021,1,KOLKATA
2548,6,Porsche 718,2,SEDAN,22-03-2021,28-09-2021,2,MUMBAI
2549,5,Mazda CX-5,1,SUV,02-06-2021,14-11-2021,1,KOLKATA
2550,7,Porsche Macan,3,HATCHBACK,16-07-2021,27-09-2021,4,DELHI
2551,2,Honda Accord,3,HATCHBACK,16-05-2021,27-10-2021,2,MUMBAI
2552,7,Porsche Macan,1,SUV,15-05-2021,21-07-2021,2,MUMBAI
2553,2,Honda Accord,2,SEDAN,09-01-2021,29-07-2021,4,DELHI
2554,7,Porsche Macan,3,HATCHBACK,08-01-2021,04-07-2021,2,MUMBAI
2555,3,Jeep Gladiator,2,SEDAN,04-03-2021,06-12-2021,3,CHENNAI
2556,1,Chevrolet Corvette,2,SEDAN,03-02-2021,20-11-2021,1,KOLKATA
2557,2,Honda Accord,1,SUV,18-06-2021,24-08-2021,3,CHENNAI
2558,7,Porsche Macan,1,SUV,26-05-2021,17-09-2021,1,KOLKATA
2559,5,Mazda CX-5,1,SUV,01-03-2021,20-11-2021,3,CHENNAI
2560,6,Porsche 718,3,HATCHBACK,18-02-2021,26-10-2021,3,CHENNAI
2561,6,Porsche 718,2,SEDAN,25-04-2021,23-09-2021,1,KOLKATA
2562,5,Mazda CX-5,3,HATCHBACK,24-06-2021,07-07-2021,3,CHENNAI
2563,6,Porsche 718,3,HATCHBACK,05-02-2021,21-08-2021,2,MUMBAI
2564,1,Chevrolet Corvette,1,SUV,27-05-2021,16-08-2021,1,KOLKATA
2565,5,Mazda CX-5,2,SEDAN,04-05-2021,06-10-2021,4,DELHI
2566,7,Porsche Macan,3,HATCHBACK,09-03-2021,28-10-2021,3,CHENNAI
2567,6,Porsche 718,3,HATCHBACK,09-01-2021,23-09-2021,4,DELHI
2568,5,Mazda CX-5,3,HATCHBACK,01-06-2021,28-07-2021,1,KOLKATA
2569,2,Honda Accord,3,HATCHBACK,22-02-2021,10-09-2021,4,DELHI
2570,1,Chevrolet Corvette,2,SEDAN,25-06-2021,16-11-2021,3,CHENNAI
2571,4,Kia Telluride,2,SEDAN,04-05-2021,25-09-2021,3,CHENNAI
2572,1,Chevrolet Corvette,2,SEDAN,29-04-2021,22-09-2021,3,CHENNAI
2573,6,Porsche 718,1,SUV,28-01-2021,04-10-2021,3,CHENNAI
2574,4,Kia Telluride,2,SEDAN,06-06-2021,26-08-2021,1,KOLKATA
2575,3,Jeep Gladiator,1,SUV,16-04-2021,11-08-2021,1,KOLKATA
2576,2,Honda Accord,1,SUV,06-04-2021,08-11-2021,4,DELHI
2577,5,Mazda CX-5,2,SEDAN,31-01-2021,27-08-2021,2,MUMBAI
2578,7,Porsche Macan,1,SUV,16-07-2021,18-08-2021,4,DELHI
2579,3,Jeep Gladiator,2,SEDAN,17-04-2021,02-12-2021,2,MUMBAI
2580,6,Porsche 718,1,SUV,08-03-2021,02-12-2021,4,DELHI
2581,7,Porsche Macan,1,SUV,08-02-2021,13-08-2021,3,CHENNAI
2582,4,Kia Telluride,2,SEDAN,04-06-2021,15-10-2021,2,MUMBAI
2583,8,Ram 1500,2,SEDAN,03-04-2021,11-07-2021,4,DELHI
2584,3,Jeep Gladiator,1,SUV,26-01-2021,29-10-2021,1,KOLKATA
2585,5,Mazda CX-5,2,SEDAN,01-03-2021,04-07-2021,1,KOLKATA
2586,1,Chevrolet Corvette,2,SEDAN,08-03-2021,04-12-2021,4,DELHI
2587,6,Porsche 718,2,SEDAN,16-05-2021,18-09-2021,2,MUMBAI
2588,1,Chevrolet Corvette,3,HATCHBACK,18-05-2021,26-11-2021,2,MUMBAI
2589,7,Porsche Macan,2,SEDAN,27-05-2021,21-09-2021,1,KOLKATA
2590,5,Mazda CX-5,2,SEDAN,06-02-2021,06-09-2021,4,DELHI
2591,1,Chevrolet Corvette,1,SUV,17-03-2021,06-11-2021,4,DELHI
2592,8,Ram 1500,1,SUV,21-01-2021,07-11-2021,2,MUMBAI
2593,5,Mazda CX-5,2,SEDAN,23-02-2021,06-12-2021,4,DELHI
2594,5,Mazda CX-5,2,SEDAN,20-06-2021,22-10-2021,1,KOLKATA
2595,3,Jeep Gladiator,2,SEDAN,04-02-2021,07-09-2021,4,DELHI
2596,3,Jeep Gladiator,2,SEDAN,16-01-2021,24-09-2021,1,KOLKATA
2597,8,Ram 1500,1,SUV,01-07-2021,07-09-2021,1,KOLKATA
2598,7,Porsche Macan,2,SEDAN,02-02-2021,25-09-2021,1,KOLKATA
2599,6,Porsche 718,3,HATCHBACK,30-01-2021,21-08-2021,4,DELHI
2600,8,Ram 1500,2,SEDAN,22-03-2021,09-07-2021,1,KOLKATA
2601,4,Kia Telluride,3,HATCHBACK,20-06-2021,31-10-2021,3,CHENNAI
2602,2,Honda Accord,3,HATCHBACK,28-02-2021,08-08-2021,3,CHENNAI
2603,8,Ram 1500,3,HATCHBACK,19-04-2021,06-12-2021,2,MUMBAI
2604,1,Chevrolet Corvette,1,SUV,08-02-2021,29-09-2021,3,CHENNAI
2605,6,Porsche 718,3,HATCHBACK,10-05-2021,13-11-2021,1,KOLKATA
2606,4,Kia Telluride,3,HATCHBACK,19-01-2021,22-08-2021,1,KOLKATA
2607,4,Kia Telluride,1,SUV,04-04-2021,24-10-2021,4,DELHI
2608,4,Kia Telluride,1,SUV,27-06-2021,19-07-2021,1,KOLKATA
2609,5,Mazda CX-5,3,HATCHBACK,26-06-2021,02-08-2021,2,MUMBAI
2610,8,Ram 1500,1,SUV,01-07-2021,17-10-2021,2,MUMBAI
2611,6,Porsche 718,1,SUV,11-04-2021,02-10-2021,3,CHENNAI
2612,4,Kia Telluride,2,SEDAN,11-01-2021,02-09-2021,1,KOLKATA
2613,6,Porsche 718,3,HATCHBACK,21-04-2021,07-11-2021,4,DELHI
2614,1,Chevrolet Corvette,2,SEDAN,23-06-2021,21-07-2021,4,DELHI
2615,1,Chevrolet Corvette,2,SEDAN,22-01-2021,09-07-2021,2,MUMBAI
2616,2,Honda Accord,2,SEDAN,26-06-2021,28-07-2021,4,DELHI
2617,5,Mazda CX-5,3,HATCHBACK,12-04-2021,23-08-2021,2,MUMBAI
2618,1,Chevrolet Corvette,2,SEDAN,12-05-2021,18-09-2021,4,DELHI
2619,5,Mazda CX-5,2,SEDAN,06-01-2021,18-07-2021,2,MUMBAI
2620,1,Chevrolet Corvette,2,SEDAN,10-03-2021,05-07-2021,2,MUMBAI
2621,8,Ram 1500,3,HATCHBACK,06-01-2021,22-08-2021,2,MUMBAI
2622,8,Ram 1500,3,HATCHBACK,24-01-2021,06-11-2021,4,DELHI
2623,1,Chevrolet Corvette,2,SEDAN,21-06-2021,17-10-2021,3,CHENNAI
2624,1,Chevrolet Corvette,3,HATCHBACK,09-03-2021,19-09-2021,1,KOLKATA
2625,2,Honda Accord,3,HATCHBACK,18-02-2021,15-10-2021,1,KOLKATA
2626,4,Kia Telluride,3,HATCHBACK,11-01-2021,06-11-2021,4,DELHI
2627,4,Kia Telluride,2,SEDAN,08-06-2021,06-10-2021,1,KOLKATA
2628,3,Jeep Gladiator,3,HATCHBACK,01-02-2021,09-12-2021,3,CHENNAI
2629,1,Chevrolet Corvette,1,SUV,28-04-2021,25-07-2021,1,KOLKATA
2630,6,Porsche 718,2,SEDAN,12-04-2021,20-10-2021,2,MUMBAI
2631,3,Jeep Gladiator,3,HATCHBACK,11-07-2021,16-11-2021,3,CHENNAI
2632,4,Kia Telluride,3,HATCHBACK,20-05-2021,25-07-2021,4,DELHI
2633,5,Mazda CX-5,1,SUV,31-03-2021,23-11-2021,4,DELHI
2634,1,Chevrolet Corvette,1,SUV,19-05-2021,10-07-2021,1,KOLKATA
2635,7,Porsche Macan,1,SUV,24-05-2021,04-10-2021,3,CHENNAI
2636,1,Chevrolet Corvette,3,HATCHBACK,06-04-2021,04-10-2021,2,MUMBAI
2637,2,Honda Accord,2,SEDAN,30-06-2021,17-08-2021,1,KOLKATA
2638,2,Honda Accord,3,HATCHBACK,12-07-2021,07-10-2021,2,MUMBAI
2639,5,Mazda CX-5,1,SUV,17-02-2021,10-08-2021,4,DELHI
2640,3,Jeep Gladiator,1,SUV,06-04-2021,20-11-2021,2,MUMBAI
2641,6,Porsche 718,2,SEDAN,10-01-2021,13-09-2021,1,KOLKATA
2642,4,Kia Telluride,2,SEDAN,18-01-2021,28-08-2021,2,MUMBAI
2643,8,Ram 1500,3,HATCHBACK,22-06-2021,27-08-2021,2,MUMBAI
2644,4,Kia Telluride,2,SEDAN,04-04-2021,14-08-2021,4,DELHI
2645,7,Porsche Macan,1,SUV,28-06-2021,17-07-2021,1,KOLKATA
2646,4,Kia Telluride,3,HATCHBACK,05-02-2021,08-09-2021,3,CHENNAI
2647,4,Kia Telluride,3,HATCHBACK,12-02-2021,16-11-2021,1,KOLKATA
2648,8,Ram 1500,2,SEDAN,29-03-2021,23-11-2021,4,DELHI
2649,5,Mazda CX-5,3,HATCHBACK,21-02-2021,23-08-2021,4,DELHI
2650,1,Chevrolet Corvette,1,SUV,02-04-2021,13-11-2021,2,MUMBAI
2651,4,Kia Telluride,3,HATCHBACK,06-07-2021,10-07-2021,3,CHENNAI
2652,1,Chevrolet Corvette,1,SUV,14-02-2021,14-08-2021,2,MUMBAI
2653,5,Mazda CX-5,3,HATCHBACK,22-05-2021,09-11-2021,1,KOLKATA
2654,5,Mazda CX-5,3,HATCHBACK,13-03-2021,12-12-2021,4,DELHI
2655,1,Chevrolet Corvette,3,HATCHBACK,28-04-2021,08-11-2021,1,KOLKATA
2656,4,Kia Telluride,2,SEDAN,06-04-2021,13-11-2021,2,MUMBAI
2657,2,Honda Accord,3,HATCHBACK,04-04-2021,31-07-2021,3,CHENNAI
2658,4,Kia Telluride,3,HATCHBACK,02-04-2021,04-09-2021,3,CHENNAI
2659,3,Jeep Gladiator,2,SEDAN,17-06-2021,05-07-2021,4,DELHI
2660,3,Jeep Gladiator,1,SUV,07-02-2021,10-11-2021,4,DELHI
2661,2,Honda Accord,2,SEDAN,05-05-2021,23-08-2021,2,MUMBAI
2662,4,Kia Telluride,1,SUV,27-02-2021,22-08-2021,2,MUMBAI
2663,6,Porsche 718,1,SUV,23-02-2021,13-07-2021,4,DELHI
2664,3,Jeep Gladiator,1,SUV,23-02-2021,03-12-2021,1,KOLKATA
2665,6,Porsche 718,2,SEDAN,08-04-2021,23-10-2021,1,KOLKATA
2666,6,Porsche 718,2,SEDAN,19-05-2021,14-09-2021,4,DELHI
2667,8,Ram 1500,1,SUV,20-06-2021,25-11-2021,2,MUMBAI
2668,4,Kia Telluride,1,SUV,10-05-2021,08-09-2021,3,CHENNAI
2669,5,Mazda CX-5,2,SEDAN,19-05-2021,23-09-2021,1,KOLKATA
2670,4,Kia Telluride,2,SEDAN,16-04-2021,17-10-2021,4,DELHI
2671,6,Porsche 718,3,HATCHBACK,23-02-2021,15-10-2021,4,DELHI
2672,8,Ram 1500,1,SUV,14-05-2021,30-08-2021,2,MUMBAI
2673,7,Porsche Macan,3,HATCHBACK,14-05-2021,26-10-2021,3,CHENNAI
2674,1,Chevrolet Corvette,3,HATCHBACK,17-02-2021,14-10-2021,2,MUMBAI
2675,1,Chevrolet Corvette,2,SEDAN,08-06-2021,26-10-2021,1,KOLKATA
2676,2,Honda Accord,3,HATCHBACK,16-05-2021,05-07-2021,1,KOLKATA
2677,4,Kia Telluride,1,SUV,27-01-2021,13-10-2021,2,MUMBAI
2678,8,Ram 1500,2,SEDAN,14-01-2021,26-09-2021,1,KOLKATA
2679,6,Porsche 718,3,HATCHBACK,07-07-2021,09-09-2021,2,MUMBAI
2680,3,Jeep Gladiator,2,SEDAN,08-02-2021,15-10-2021,1,KOLKATA
2681,4,Kia Telluride,1,SUV,25-05-2021,03-08-2021,4,DELHI
2682,4,Kia Telluride,3,HATCHBACK,05-07-2021,22-08-2021,2,MUMBAI
2683,6,Porsche 718,3,HATCHBACK,09-05-2021,17-12-2021,1,KOLKATA
2684,4,Kia Telluride,1,SUV,04-06-2021,14-09-2021,2,MUMBAI
2685,1,Chevrolet Corvette,2,SEDAN,16-04-2021,15-07-2021,1,KOLKATA
2686,5,Mazda CX-5,1,SUV,01-05-2021,08-08-2021,1,KOLKATA
2687,6,Porsche 718,1,SUV,01-06-2021,14-10-2021,4,DELHI
2688,4,Kia Telluride,1,SUV,17-02-2021,28-07-2021,2,MUMBAI
2689,8,Ram 1500,2,SEDAN,01-04-2021,14-08-2021,2,MUMBAI
2690,2,Honda Accord,3,HATCHBACK,09-04-2021,07-09-2021,2,MUMBAI
2691,1,Chevrolet Corvette,2,SEDAN,27-04-2021,24-08-2021,3,CHENNAI
2692,4,Kia Telluride,2,SEDAN,01-07-2021,29-11-2021,2,MUMBAI
2693,3,Jeep Gladiator,2,SEDAN,07-02-2021,30-07-2021,1,KOLKATA
2694,1,Chevrolet Corvette,3,HATCHBACK,21-04-2021,08-07-2021,1,KOLKATA
2695,4,Kia Telluride,3,HATCHBACK,19-02-2021,25-11-2021,3,CHENNAI
2696,8,Ram 1500,1,SUV,07-05-2021,25-08-2021,4,DELHI
2697,7,Porsche Macan,2,SEDAN,14-04-2021,28-07-2021,3,CHENNAI
2698,1,Chevrolet Corvette,2,SEDAN,06-03-2021,30-09-2021,4,DELHI
2699,3,Jeep Gladiator,3,HATCHBACK,03-02-2021,25-11-2021,1,KOLKATA
2700,3,Jeep Gladiator,3,HATCHBACK,12-03-2021,17-08-2021,1,KOLKATA
2701,6,Porsche 718,2,SEDAN,03-06-2021,24-07-2021,2,MUMBAI
2702,4,Kia Telluride,1,SUV,28-02-2021,13-07-2021,3,CHENNAI
2703,5,Mazda CX-5,3,HATCHBACK,27-06-2021,27-09-2021,3,CHENNAI
2704,8,Ram 1500,2,SEDAN,02-03-2021,13-07-2021,4,DELHI
2705,8,Ram 1500,1,SUV,17-05-2021,02-09-2021,4,DELHI
2706,6,Porsche 718,1,SUV,22-03-2021,04-09-2021,2,MUMBAI
2707,3,Jeep Gladiator,1,SUV,01-05-2021,19-08-2021,1,KOLKATA
2708,2,Honda Accord,1,SUV,05-06-2021,12-09-2021,3,CHENNAI
2709,2,Honda Accord,3,HATCHBACK,27-02-2021,06-12-2021,2,MUMBAI
2710,4,Kia Telluride,3,HATCHBACK,19-06-2021,05-07-2021,1,KOLKATA
2711,8,Ram 1500,3,HATCHBACK,22-01-2021,08-10-2021,4,DELHI
2712,5,Mazda CX-5,2,SEDAN,26-02-2021,04-08-2021,2,MUMBAI
2713,6,Porsche 718,1,SUV,15-04-2021,16-08-2021,1,KOLKATA
2714,4,Kia Telluride,3,HATCHBACK,05-07-2021,18-09-2021,2,MUMBAI
2715,6,Porsche 718,1,SUV,30-04-2021,22-10-2021,2,MUMBAI
2716,6,Porsche 718,1,SUV,18-05-2021,11-10-2021,2,MUMBAI
2717,4,Kia Telluride,3,HATCHBACK,18-02-2021,01-10-2021,1,KOLKATA
2718,8,Ram 1500,2,SEDAN,29-05-2021,13-07-2021,4,DELHI
2719,4,Kia Telluride,1,SUV,03-04-2021,29-07-2021,2,MUMBAI
2720,2,Honda Accord,1,SUV,15-07-2021,29-10-2021,2,MUMBAI
2721,8,Ram 1500,3,HATCHBACK,19-04-2021,20-09-2021,2,MUMBAI
2722,5,Mazda CX-5,1,SUV,01-06-2021,12-11-2021,1,KOLKATA
2723,8,Ram 1500,1,SUV,28-03-2021,16-11-2021,3,CHENNAI
2724,1,Chevrolet Corvette,2,SEDAN,29-03-2021,27-09-2021,1,KOLKATA
2725,2,Honda Accord,2,SEDAN,12-01-2021,25-09-2021,2,MUMBAI
2726,2,Honda Accord,3,HATCHBACK,05-06-2021,04-10-2021,4,DELHI
2727,8,Ram 1500,2,SEDAN,24-06-2021,12-09-2021,3,CHENNAI
2728,5,Mazda CX-5,2,SEDAN,18-02-2021,27-11-2021,3,CHENNAI
2729,4,Kia Telluride,1,SUV,30-01-2021,29-10-2021,3,CHENNAI
2730,3,Jeep Gladiator,2,SEDAN,05-02-2021,28-07-2021,4,DELHI
2731,4,Kia Telluride,3,HATCHBACK,03-01-2021,12-12-2021,4,DELHI
2732,4,Kia Telluride,2,SEDAN,05-03-2021,22-08-2021,1,KOLKATA
2733,5,Mazda CX-5,1,SUV,13-04-2021,11-11-2021,1,KOLKATA
2734,8,Ram 1500,3,HATCHBACK,06-06-2021,22-10-2021,4,DELHI
2735,5,Mazda CX-5,1,SUV,10-06-2021,01-07-2021,1,KOLKATA
2736,8,Ram 1500,2,SEDAN,12-02-2021,02-12-2021,2,MUMBAI
2737,2,Honda Accord,2,SEDAN,24-06-2021,08-09-2021,4,DELHI
2738,6,Porsche 718,1,SUV,11-07-2021,28-07-2021,3,CHENNAI
2739,5,Mazda CX-5,2,SEDAN,09-04-2021,28-08-2021,3,CHENNAI
2740,3,Jeep Gladiator,3,HATCHBACK,17-02-2021,04-09-2021,1,KOLKATA
2741,3,Jeep Gladiator,3,HATCHBACK,22-02-2021,14-12-2021,1,KOLKATA
2742,7,Porsche Macan,2,SEDAN,10-03-2021,13-08-2021,3,CHENNAI
2743,5,Mazda CX-5,3,HATCHBACK,16-07-2021,11-10-2021,3,CHENNAI
2744,7,Porsche Macan,2,SEDAN,14-04-2021,15-10-2021,3,CHENNAI
2745,2,Honda Accord,3,HATCHBACK,22-03-2021,10-09-2021,2,MUMBAI
2746,7,Porsche Macan,1,SUV,10-07-2021,01-10-2021,1,KOLKATA
2747,4,Kia Telluride,1,SUV,23-04-2021,01-09-2021,1,KOLKATA
2748,5,Mazda CX-5,3,HATCHBACK,17-02-2021,03-10-2021,2,MUMBAI
2749,8,Ram 1500,2,SEDAN,12-07-2021,03-07-2021,3,CHENNAI
2750,2,Honda Accord,2,SEDAN,28-04-2021,18-10-2021,2,MUMBAI
2751,6,Porsche 718,3,HATCHBACK,10-05-2021,12-12-2021,1,KOLKATA
2752,6,Porsche 718,2,SEDAN,01-06-2021,06-07-2021,3,CHENNAI
2753,8,Ram 1500,3,HATCHBACK,05-06-2021,03-09-2021,2,MUMBAI
2754,1,Chevrolet Corvette,3,HATCHBACK,01-01-2021,08-11-2021,2,MUMBAI
2755,7,Porsche Macan,2,SEDAN,09-02-2021,28-09-2021,2,MUMBAI
2756,1,Chevrolet Corvette,2,SEDAN,22-01-2021,05-08-2021,4,DELHI
2757,5,Mazda CX-5,3,HATCHBACK,09-05-2021,19-10-2021,4,DELHI
2758,7,Porsche Macan,3,HATCHBACK,16-03-2021,11-09-2021,4,DELHI
2759,4,Kia Telluride,1,SUV,09-01-2021,14-12-2021,3,CHENNAI
2760,7,Porsche Macan,2,SEDAN,19-02-2021,26-08-2021,4,DELHI
2761,8,Ram 1500,3,HATCHBACK,19-02-2021,27-08-2021,1,KOLKATA
2762,6,Porsche 718,1,SUV,05-06-2021,10-07-2021,4,DELHI
2763,8,Ram 1500,1,SUV,08-02-2021,07-07-2021,2,MUMBAI
2764,3,Jeep Gladiator,3,HATCHBACK,05-06-2021,17-11-2021,1,KOLKATA
2765,1,Chevrolet Corvette,2,SEDAN,06-02-2021,21-11-2021,4,DELHI
2766,3,Jeep Gladiator,3,HATCHBACK,26-06-2021,31-08-2021,4,DELHI
2767,1,Chevrolet Corvette,3,HATCHBACK,18-05-2021,05-10-2021,4,DELHI
2768,2,Honda Accord,1,SUV,18-01-2021,05-12-2021,1,KOLKATA
2769,7,Porsche Macan,1,SUV,12-06-2021,03-08-2021,4,DELHI
2770,4,Kia Telluride,2,SEDAN,17-03-2021,18-11-2021,2,MUMBAI
2771,2,Honda Accord,1,SUV,28-03-2021,04-07-2021,1,KOLKATA
2772,2,Honda Accord,2,SEDAN,03-07-2021,17-10-2021,3,CHENNAI
2773,6,Porsche 718,2,SEDAN,15-06-2021,29-10-2021,2,MUMBAI
2774,1,Chevrolet Corvette,1,SUV,17-04-2021,20-08-2021,4,DELHI
2775,3,Jeep Gladiator,3,HATCHBACK,21-02-2021,15-11-2021,1,KOLKATA
2776,2,Honda Accord,1,SUV,09-03-2021,18-08-2021,4,DELHI
2777,1,Chevrolet Corvette,2,SEDAN,15-02-2021,21-08-2021,3,CHENNAI
2778,4,Kia Telluride,2,SEDAN,06-07-2021,04-12-2021,4,DELHI
2779,8,Ram 1500,2,SEDAN,16-07-2021,28-08-2021,1,KOLKATA
2780,7,Porsche Macan,1,SUV,07-04-2021,15-10-2021,4,DELHI
2781,3,Jeep Gladiator,2,SEDAN,04-06-2021,19-09-2021,1,KOLKATA
2782,6,Porsche 718,3,HATCHBACK,15-07-2021,12-11-2021,3,CHENNAI
2783,2,Honda Accord,3,HATCHBACK,25-01-2021,11-11-2021,2,MUMBAI
2784,6,Porsche 718,3,HATCHBACK,14-05-2021,15-09-2021,3,CHENNAI
2785,8,Ram 1500,3,HATCHBACK,14-06-2021,10-08-2021,4,DELHI
2786,3,Jeep Gladiator,1,SUV,30-01-2021,14-09-2021,2,MUMBAI
2787,2,Honda Accord,1,SUV,12-01-2021,17-07-2021,4,DELHI
2788,7,Porsche Macan,3,HATCHBACK,17-01-2021,25-08-2021,1,KOLKATA
